,Player,Tm,Pos,Age,MP,Team Performance,Team Performance (20),Season,Composite,ORtg,DRtg
271,Marquis Daniels,DAL,SG,25,1766,top,top,2005-2006,0.17456776352481873,110.0,107.0
272,Jerry Stackhouse,DAL,SF,32,1615,top,top,2006-2007,0.20610687022900764,108.0,106.0
273,DeSagana Diop,DAL,C,25,1480,top,top,2006-2007,0.09760087241003272,107.0,98.0
274,Jason Terry,DAL,SG,30,2579,Average,Average,2007-2008,0.2150764364786505,118.0,108.0
275,Brandon Bass,DAL,C,22,1557,Average,Average,2007-2008,0.19240906694781237,112.0,106.0
276,Jason Terry,DAL,SG,31,2491,Average,Average,2008-2009,0.22678296562339662,115.0,111.0
277,J.J. Barea,DAL,SG,24,1600,Average,Average,2008-2009,0.1754746023601847,106.0,112.0
278,Jason Terry,DAL,SG,32,2540,top,top,2009-2010,0.19320486815415827,112.0,109.0
279,J.J. Barea,DAL,PG,25,1546,top,top,2009-2010,0.1713995943204869,104.0,110.0
280,Jason Terry,DAL,SG,33,2564,top,top,2010-2011,0.1917808219178083,106.0,108.0
281,Shawn Marion,DAL,SF,32,2253,top,top,2010-2011,0.2257737189244039,107.0,103.0
282,Jason Terry,DAL,SG,34,2000,Average,Average,2011-2012,0.2104377104377103,103.0,106.0
283,Vince Carter,DAL,SG,35,1542,Average,Average,2011-2012,0.17171717171717163,102.0,103.0
284,Vince Carter,DAL,SF,36,2093,Average,Average,2012-2013,0.2183098591549295,111.0,106.0
285,Elton Brand,DAL,C,33,1527,Average,Average,2012-2013,0.18797399783315272,105.0,102.0
286,Vince Carter,DAL,SG,37,1973,Average,Average,2013-2014,0.17739483020780536,109.0,110.0
287,DeJuan Blair,DAL,PF,24,1214,Average,Average,2013-2014,0.18955904713634047,110.0,105.0
288,Devin Harris,DAL,PG,31,1685,Average,Average,2014-2015,0.17659574468085107,113.0,108.0
289,J.J. Barea,DAL,PG,30,1362,Average,Average,2014-2015,0.19414893617021273,109.0,110.0
290,Raymond Felton,DAL,PG,31,2192,Average,Average,2015-2016,0.1692977681001633,102.0,108.0
291,J.J. Barea,DAL,PG,31,1667,Average,Average,2015-2016,0.2117583015786608,106.0,111.0
292,Dorian Finney-Smith,DAL,PF,23,1642,Average,Average,2016-2017,0.10016977928692698,99.0,110.0
293,Dwight Powell,DAL,C,25,1333,Average,Average,2016-2017,0.2292020373514431,120.0,105.0
294,Yogi Ferrell,DAL,SG,24,2282,bottom,bottom,2017-2018,0.16105901820187532,107.0,112.0
295,Dwight Powell,DAL,C,26,1672,bottom,bottom,2017-2018,0.24765581908439044,129.0,107.0
296,Dorian Finney-Smith,DAL,SF,25,1985,Average,Average,2018-2019,0.1386940097139773,109.0,111.0
297,Dwight Powell,DAL,C,27,1662,Average,Average,2018-2019,0.2568807339449541,135.0,110.0
298,Maxi Kleber,DAL,PF,28,1890,Average,Average,2019-2020,0.15457562825983884,122.0,112.0
299,Delon Wright,DAL,PG,27,1570,Average,Average,2019-2020,0.1977240398293031,120.0,110.0
300,Tim Hardaway Jr.,DAL,SG,28,1985,Average,Average,2020-2021,0.20136186770428008,116.0,116.0
301,Jalen Brunson,DAL,PG,24,1697,Average,Average,2020-2021,0.23346303501945523,123.0,116.0
302,Reggie Bullock,DAL,SF,30,1902,Average,top,2021-2022,0.12675350701402802,111.0,112.0
303,Maxi Kleber,DAL,PF,30,1450,Average,top,2021-2022,0.15130260521042083,109.0,107.0
304,Christian Wood,DAL,C,27,1738,Average,Average,2022-2023,0.296969696969697,116.0,113.0
305,Josh Green,DAL,SG,22,1539,Average,Average,2022-2023,0.13737373737373737,119.0,119.0
306,George McCloud,DEN,SF,32,2118,Average,Average,1999-2000,0.1837871287128714,108.0,108.0
307,Keon Clark,DEN,C,24,1850,Average,Average,1999-2000,0.21472772277227728,106.0,103.0
308,George McCloud,DEN,SF,33,2007,Average,Average,2000-2001,0.17012448132780084,103.0,109.0
309,Robert Pack,DEN,PG,31,1260,Average,Average,2000-2001,0.20983995257854188,97.0,107.0
310,George McCloud,DEN,SF,34,1830,bottom,bottom,2001-2002,0.14295212765957446,93.0,109.0
311,Voshon Lenard,DEN,SG,28,1665,bottom,bottom,2001-2002,0.21276595744680848,100.0,109.0
312,Donnell Harvey,DEN,SF,22,1613,bottom,bottom,2002-2003,0.23646960865945046,94.0,100.0
313,Rodney White,DEN,SG,22,1563,bottom,bottom,2002-2003,0.1848459616985845,86.0,103.0
314,Earl Boykins,DEN,SG,27,1849,Average,Average,2003-2004,0.22054380664652565,107.0,108.0
315,Jon Barry,DEN,SG,34,1101,Average,Average,2003-2004,0.20543806646525675,111.0,104.0
316,Earl Boykins,DEN,PG,28,2162,Average,Average,2004-2005,0.22497187851518569,112.0,108.0
317,Nenê,DEN,C,22,1317,Average,Average,2004-2005,0.1912260967379078,105.0,102.0
318,Greg Buckner,DEN,SG,29,1758,Average,Average,2005-2006,0.14483554529717252,111.0,105.0
319,Earl Boykins,DEN,PG,29,1542,Average,Average,2005-2006,0.20542412002308139,107.0,110.0
320,Eduardo Nájera,DEN,PF,30,1658,Average,Average,2006-2007,0.14896008993816748,122.0,106.0
321,J.R. Smith,DEN,SG,21,1471,Average,Average,2006-2007,0.1781899943788645,112.0,109.0
322,Linas Kleiza,DEN,SF,23,1889,Average,Average,2007-2008,0.16942148760330572,114.0,109.0
323,Eduardo Nájera,DEN,PF,31,1664,Average,Average,2007-2008,0.1337809917355372,116.0,106.0
324,J.R. Smith,DEN,SG,23,2245,Average,top,2008-2009,0.21926006528835695,111.0,109.0
325,Linas Kleiza,DEN,SF,24,1824,Average,top,2008-2009,0.16757344940152333,110.0,110.0
326,J.R. Smith,DEN,SG,24,2082,Average,Average,2009-2010,0.18359587180879952,101.0,108.0
327,Chris Andersen,DEN,PF,31,1695,Average,Average,2009-2010,0.19174361759913078,126.0,103.0
328,Ty Lawson,DEN,PG,23,2103,Average,Average,2010-2011,0.2242455775234132,118.0,110.0
329,J.R. Smith,DEN,SF,25,1968,Average,Average,2010-2011,0.20447450572320502,109.0,106.0
330,Andre Miller,DEN,SG,35,1809,Average,Average,2011-2012,0.20303506017791734,104.0,108.0
331,Al Harrington,DEN,PF,31,1761,Average,Average,2011-2012,0.1925693354264783,103.0,105.0
332,Andre Miller,DEN,PG,36,2151,top,top,2012-2013,0.20936213991769553,112.0,109.0
333,Corey Brewer,DEN,SF,26,2003,top,top,2012-2013,0.16152263374485598,104.0,105.0
334,Timofey Mozgov,DEN,C,27,1770,Average,Average,2013-2014,0.22651605231866836,111.0,106.0
335,Evan Fournier,DEN,SG,21,1503,Average,Average,2013-2014,0.1337693222354341,101.0,111.0
336,Danilo Gallinari,DEN,SF,26,1426,Average,Average,2014-2015,0.24246153846153853,114.0,109.0
337,J.J. Hickson,DEN,C,26,1411,Average,Average,2014-2015,0.20984615384615382,100.0,106.0
338,Will Barton,DEN,SG,25,2353,Average,Average,2015-2016,0.2501431024613624,105.0,108.0
339,Darrell Arthur,DEN,PF,27,1516,Average,Average,2015-2016,0.15684029765311963,104.0,108.0
340,Wilson Chandler,DEN,SF,29,2197,Average,Average,2016-2017,0.19281849483521896,109.0,113.0
341,Jameer Nelson,DEN,PG,34,2045,Average,Average,2016-2017,0.14805705853418594,111.0,115.0
342,Will Barton,DEN,SG,27,2683,Average,Average,2017-2018,0.20972495088408644,113.0,112.0
343,Trey Lyles,DEN,PF,22,1391,Average,Average,2017-2018,0.23968565815324167,116.0,110.0
344,Monte Morris,DEN,PG,23,1970,top,top,2018-2019,0.20981713185755538,124.0,111.0
345,Malik Beasley,DEN,SG,22,1879,top,top,2018-2019,0.17324350336862368,117.0,112.0
346,Jerami Grant,DEN,PF,25,1892,Average,top,2019-2020,0.16213592233009708,117.0,112.0
347,Monte Morris,DEN,PG,24,1636,Average,top,2019-2020,0.1932038834951456,118.0,114.0
348,Facundo Campazzo,DEN,PG,29,1425,Average,top,2020-2021,0.13294276701216765,117.0,112.0
349,Monte Morris,DEN,PG,25,1196,Average,top,2020-2021,0.17305092383956733,121.0,115.0
350,Austin Rivers,DEN,SG,29,1480,Average,Average,2021-2022,0.08018648018648016,104.0,115.0
351,Bones Hyland,DEN,SG,21,1310,Average,Average,2021-2022,0.18181818181818182,109.0,112.0
352,Bruce Brown,DEN,SF,26,2280,top,top,2022-2023,0.16570413149711236,113.0,114.0
353,Christian Braun,DEN,SG,21,1181,top,top,2022-2023,0.11683696135051086,114.0,115.0
354,Jerome Williams,DET,PF,26,2102,Average,Average,1999-2000,0.2620647525962126,118.0,101.0
355,Michael Curry,DET,SG,31,1611,Average,Average,1999-2000,0.0836896762370189,107.0,110.0
356,Mateen Cleaves,DET,PG,23,1268,Average,Average,2000-2001,0.12517385257301808,87.0,104.0
357,Dana Barros,DET,PG,33,1079,Average,Average,2000-2001,0.2253129346314326,106.0,105.0
358,Jon Barry,DET,SG,32,1985,Average,top,2001-2002,0.25216888374783103,120.0,103.0
359,Corliss Williamson,DET,SF,28,1701,Average,top,2001-2002,0.2388663967611335,107.0,104.0
360,Corliss Williamson,DET,SF,29,2061,Average,top,2002-2003,0.18048780487804883,103.0,102.0
361,Jon Barry,DET,SG,33,1473,Average,top,2002-2003,0.2567073170731708,116.0,100.0
362,Mehmet Okur,DET,PF,24,1580,Average,top,2003-2004,0.24117295032914426,107.0,95.0
363,Corliss Williamson,DET,PF,30,1574,Average,top,2003-2004,0.16397366846199893,102.0,99.0
364,Antonio McDyess,DET,PF,30,1797,Average,top,2004-2005,0.21655328798185935,109.0,100.0
365,Lindsey Hunter,DET,SG,34,1144,Average,top,2004-2005,0.10657596371882082,93.0,100.0
366,Antonio McDyess,DET,PF,31,1733,top,top,2005-2006,0.17415730337078647,107.0,102.0
367,Maurice Evans,DET,SG,27,1139,top,top,2005-2006,0.13585291113380998,113.0,105.0
368,Antonio McDyess,DET,PF,32,1729,top,top,2006-2007,0.21684782608695646,113.0,100.0
369,Ronald Murray,DET,SG,27,1477,top,top,2006-2007,0.13097826086956513,97.0,107.0
370,Jason Maxiell,DET,C,24,1768,top,top,2007-2008,0.17775467775467776,117.0,103.0
371,Jarvis Hayes,DET,SF,26,1287,top,top,2007-2008,0.14968814968814975,105.0,104.0
372,Antonio McDyess,DET,PF,34,1866,Average,Average,2008-2009,0.248,115.0,104.0
373,Jason Maxiell,DET,C,25,1408,Average,Average,2008-2009,0.1605714285714285,120.0,108.0
374,Charlie Villanueva,DET,PF,25,1848,Average,Average,2009-2010,0.2241490044958253,108.0,110.0
375,Ben Gordon,DET,SG,26,1730,Average,Average,2009-2010,0.1901091843288376,106.0,114.0
376,Ben Gordon,DET,SG,27,2131,Average,Average,2010-2011,0.15990730011587484,104.0,115.0
377,Tracy McGrady*,DET,SG,31,1686,Average,Average,2010-2011,0.22421784472769418,104.0,110.0
378,Jonas Jerebko,DET,PF,24,1468,Average,Average,2011-2012,0.20650730411686585,109.0,106.0
379,Ben Gordon,DET,SG,28,1398,Average,Average,2011-2012,0.1958831341301461,101.0,109.0
380,Rodney Stuckey,DET,SG,26,2171,Average,Average,2012-2013,0.1862446743761412,103.0,111.0
381,Andre Drummond,DET,C,19,1243,Average,Average,2012-2013,0.28362751065124775,114.0,99.0
382,Kyle Singler,DET,SF,25,2337,Average,Average,2013-2014,0.13633633633633632,117.0,113.0
383,Rodney Stuckey,DET,SG,27,1950,Average,Average,2013-2014,0.18198198198198184,105.0,113.0
384,Caron Butler,DET,SF,34,1623,Average,Average,2014-2015,0.13449275362318835,108.0,109.0
385,Jodie Meeks,DET,SG,27,1462,Average,Average,2014-2015,0.18202898550724644,110.0,109.0
386,Stanley Johnson,DET,SF,19,1687,Average,Average,2015-2016,0.12537136066547824,91.0,106.0
387,Anthony Tolliver,DET,PF,30,1341,Average,Average,2015-2016,0.15389185977421277,113.0,107.0
388,Ish Smith,DET,PG,28,1955,Average,Average,2016-2017,0.22319474835886227,103.0,108.0
389,Jon Leuer,DET,PF,27,1944,Average,Average,2016-2017,0.20240700218818386,113.0,109.0
390,Ish Smith,DET,PG,29,2043,Average,Average,2017-2018,0.22246104245029558,109.0,109.0
391,Anthony Tolliver,DET,PF,32,1757,Average,Average,2017-2018,0.17409994626544867,126.0,110.0
392,Langston Galloway,DET,SG,27,1745,Average,Average,2018-2019,0.13045944412932503,115.0,113.0
393,Luke Kennard,DET,SG,22,1437,Average,Average,2018-2019,0.18661372660238226,110.0,112.0
394,Langston Galloway,DET,SG,28,1702,bottom,bottom,2019-2020,0.15880758807588077,118.0,116.0
395,Christian Wood,DET,PF,24,1325,bottom,bottom,2019-2020,0.32466124661246615,123.0,110.0
396,Josh Jackson,DET,SG,23,1560,bottom,bottom,2020-2021,0.1648531011969532,97.0,112.0
397,Isaiah Stewart,DET,C,19,1455,bottom,bottom,2020-2021,0.21599564744287272,118.0,109.0
398,Killian Hayes,DET,PG,20,1647,bottom,bottom,2021-2022,0.14686951433586898,97.0,113.0
399,Cory Joseph,DET,PG,30,1600,bottom,bottom,2021-2022,0.17788180222352254,115.0,116.0
400,Jalen Duren,DET,C,19,1670,bottom,bottom,2022-2023,0.24943693693693697,126.0,116.0
401,Cory Joseph,DET,PG,31,1227,bottom,bottom,2022-2023,0.18693693693693691,119.0,122.0
402,Vonteego Cummings,GSW,PG,23,1793,bottom,bottom,1999-2000,0.18683651804670928,99.0,109.0
403,Tony Farmer,GSW,PF,30,1199,bottom,bottom,1999-2000,0.21019108280254784,109.0,106.0
404,Marc Jackson,GSW,C,26,1410,bottom,bottom,2000-2001,0.2549157303370786,105.0,107.0
405,Adonal Foyle,GSW,C,25,1457,bottom,bottom,2000-2001,0.17556179775280895,89.0,103.0
406,Bob Sura,GSW,PG,28,1780,bottom,bottom,2001-2002,0.23872679045092846,110.0,109.0
407,Adonal Foyle,GSW,C,26,1485,bottom,bottom,2001-2002,0.1458885941644564,93.0,104.0
408,Adonal Foyle,GSW,C,27,1787,Average,Average,2002-2003,0.17801047120418845,113.0,104.0
409,Earl Boykins,GSW,PG,26,1321,Average,Average,2002-2003,0.22047702152414198,118.0,114.0
410,Calbert Cheaney,GSW,SF,32,2067,Average,Average,2003-2004,0.13600000000000004,100.0,106.0
411,Brian Cardinal,GSW,PF,26,1634,Average,Average,2003-2004,0.24861538461538465,123.0,103.0
412,Derek Fisher,GSW,PG,30,2222,Average,Average,2004-2005,0.19230769230769237,106.0,109.0
413,Mickaël Piétrus,GSW,SF,22,1340,Average,Average,2004-2005,0.16749379652605453,104.0,108.0
414,Derek Fisher,GSW,PG,31,2589,Average,Average,2005-2006,0.204912734324499,108.0,107.0
415,Mickaël Piétrus,GSW,SF,23,1179,Average,Average,2005-2006,0.10277957336780857,95.0,108.0
416,Mickaël Piétrus,GSW,SF,24,1937,Average,Average,2006-2007,0.15339578454332553,109.0,108.0
417,Matt Barnes,GSW,PF,26,1813,Average,Average,2006-2007,0.19262295081967212,107.0,107.0
418,Kelenna Azubuike,GSW,SG,24,1732,Average,Average,2007-2008,0.159165751920966,112.0,111.0
419,Matt Barnes,GSW,PF,27,1414,Average,Average,2007-2008,0.16794731064764004,105.0,108.0
420,C.J. Watson,GSW,PG,24,1883,Average,Average,2008-2009,0.1930126002290951,114.0,114.0
421,Ronny Turiaf,GSW,C,26,1696,Average,Average,2008-2009,0.18041237113402062,116.0,110.0
422,Anthony Morrow,GSW,SG,24,2018,Average,bottom,2009-2010,0.18454440599769315,113.0,114.0
423,C.J. Watson,GSW,PG,25,1788,Average,bottom,2009-2010,0.1851211072664359,112.0,112.0
424,Reggie Williams,GSW,SF,24,1626,Average,Average,2010-2011,0.1978458049886621,118.0,114.0
425,Vladimir Radmanović,GSW,PF,30,1169,Average,Average,2010-2011,0.14569160997732422,110.0,110.0
426,Brandon Rush,GSW,SF,26,1717,Average,Average,2011-2012,0.2227324913892078,115.0,110.0
427,Klay Thompson,GSW,SG,21,1608,Average,Average,2011-2012,0.18599311136624577,102.0,111.0
428,Jarrett Jack,GSW,SG,29,2349,Average,Average,2012-2013,0.23123620309050782,110.0,108.0
429,Carl Landry,GSW,PF,29,1876,Average,Average,2012-2013,0.2246136865342163,116.0,106.0
430,Harrison Barnes,GSW,SF,21,2204,Average,Average,2013-2014,0.12229437229437227,100.0,105.0
431,Draymond Green,GSW,SF,23,1797,Average,Average,2013-2014,0.16125541125541126,102.0,98.0
432,Andre Iguodala,GSW,SF,31,2069,top,top,2014-2015,0.14898632720414903,110.0,103.0
433,Shaun Livingston,GSW,PG,29,1468,top,top,2014-2015,0.15794436586515792,107.0,104.0
434,Andre Iguodala,GSW,SF,32,1732,top,top,2015-2016,0.14882032667876582,115.0,105.0
435,Shaun Livingston,GSW,PG,30,1520,top,top,2015-2016,0.1533575317604355,119.0,106.0
436,Andre Iguodala,GSW,SF,33,1998,top,top,2016-2017,0.17149028077753786,129.0,105.0
437,Shaun Livingston,GSW,PG,31,1345,top,top,2016-2017,0.1153347732181426,110.0,108.0
438,Andre Iguodala,GSW,SF,34,1622,top,top,2017-2018,0.13581890812250336,113.0,109.0
439,Nick Young,GSW,SG,32,1393,top,top,2017-2018,0.10341766533510875,106.0,112.0
440,Andre Iguodala,GSW,SF,35,1578,top,top,2018-2019,0.15916183682567983,124.0,109.0
441,Kevon Looney,GSW,C,22,1481,top,top,2018-2019,0.16897012929112792,135.0,109.0
442,Eric Paschall,GSW,PF,23,1654,bottom,bottom,2019-2020,0.20831024930747918,110.0,117.0
443,Damion Lee,GSW,SG,27,1423,bottom,bottom,2019-2020,0.2,108.0,114.0
444,Kent Bazemore,GSW,SF,31,1333,Average,Average,2020-2021,0.14306930693069306,101.0,108.0
445,Kevon Looney,GSW,C,24,1161,Average,Average,2020-2021,0.15544554455445553,130.0,111.0
446,Otto Porter Jr.,GSW,PF,28,1396,top,top,2021-2022,0.2188246536072622,121.0,104.0
447,Gary Payton II,GSW,SG,29,1248,top,top,2021-2022,0.20783564261825122,129.0,103.0
448,Donte DiVincenzo,GSW,SG,26,1894,Average,Average,2022-2023,0.17683215130023638,117.0,113.0
449,Jonathan Kuminga,GSW,PF,20,1394,Average,Average,2022-2023,0.1631205673758866,112.0,115.0
450,Cuttino Mobley,HOU,SG,24,2496,Average,Average,1999-2000,0.20917759237187133,106.0,107.0
451,Kenny Thomas,HOU,PF,22,1797,Average,Average,1999-2000,0.15613825983313473,99.0,105.0
452,Kenny Thomas,HOU,PF,23,1820,Average,Average,2000-2001,0.147007553747821,97.0,104.0
453,Moochie Norris,HOU,PG,27,1654,Average,Average,2000-2001,0.22719349215572346,111.0,105.0
454,Moochie Norris,HOU,PG,28,2249,Average,bottom,2001-2002,0.2012618296529969,101.0,111.0
455,Eddie Griffin,HOU,PF,19,1896,Average,bottom,2001-2002,0.19053627760252367,101.0,107.0
456,Glen Rice,HOU,SF,35,1532,Average,Average,2002-2003,0.1486810551558753,112.0,108.0
457,Moochie Norris,HOU,PG,29,1375,Average,Average,2002-2003,0.170863309352518,99.0,104.0
458,Maurice Taylor,HOU,PF,27,2081,Average,Average,2003-2004,0.16593337523570081,98.0,100.0
459,Eric Piatkowski,HOU,SF,33,703,Average,Average,2003-2004,0.11816467630421115,97.0,102.0
460,Dikembe Mutombo*,HOU,C,38,1212,Average,Average,2004-2005,0.21313364055299536,117.0,96.0
461,Scott Padgett,HOU,PF,28,942,Average,Average,2004-2005,0.1561059907834101,112.0,101.0
462,Luther Head,HOU,SG,23,2310,Average,Average,2005-2006,0.1719457013574661,100.0,104.0
463,Stromile Swift,HOU,C,26,1344,Average,Average,2005-2006,0.16548157724628315,100.0,102.0
464,Luther Head,HOU,SG,24,2211,Average,top,2006-2007,0.1890034364261169,107.0,102.0
465,Juwan Howard,HOU,PF,33,2123,Average,top,2006-2007,0.18098510882016042,105.0,103.0
466,Luis Scola,HOU,PF,27,2024,Average,top,2007-2008,0.20695364238410605,111.0,101.0
467,Luther Head,HOU,SG,25,1379,Average,top,2007-2008,0.18543046357615903,108.0,104.0
468,Aaron Brooks,HOU,PG,24,1998,Average,Average,2008-2009,0.15911542610571744,105.0,108.0
469,Carl Landry,HOU,PF,25,1467,Average,Average,2008-2009,0.21359223300970878,123.0,104.0
470,Kyle Lowry,HOU,PG,23,1651,Average,Average,2009-2010,0.20908561444379725,113.0,109.0
471,Chase Budinger,HOU,SF,21,1488,Average,Average,2009-2010,0.20559114735002904,111.0,110.0
472,Chase Budinger,HOU,SF,22,1738,Average,Average,2010-2011,0.19007832898172314,110.0,110.0
473,Courtney Lee,HOU,SG,25,1723,Average,Average,2010-2011,0.15770234986945164,108.0,110.0
474,Goran Dragić,HOU,PG,25,1752,Average,Average,2011-2012,0.2333526346265201,111.0,106.0
475,Courtney Lee,HOU,SG,26,1757,Average,Average,2011-2012,0.15807759119861042,106.0,107.0
476,Carlos Delfino,HOU,SF,30,1689,Average,Average,2012-2013,0.17811158798283253,109.0,107.0
477,Greg Smith,HOU,C,22,1110,Average,Average,2012-2013,0.1824034334763948,125.0,105.0
478,Jeremy Lin,HOU,PG,25,2054,Average,top,2013-2014,0.175,109.0,109.0
479,Omri Casspi,HOU,PF,25,1283,Average,top,2013-2014,0.17021276595744672,105.0,106.0
480,Jason Terry,HOU,SG,37,1641,top,top,2014-2015,0.14950552646887724,112.0,106.0
481,Terrence Jones,HOU,PF,23,889,top,top,2014-2015,0.23094822571262358,114.0,102.0
482,Corey Brewer,HOU,SF,29,1669,Average,Average,2015-2016,0.11744583808437861,98.0,109.0
483,Clint Capela,HOU,C,21,1471,Average,Average,2015-2016,0.20638540478905368,114.0,104.0
484,Eric Gordon,HOU,SG,28,2323,top,top,2016-2017,0.15437902028698663,109.0,113.0
485,Sam Dekker,HOU,PF,22,1419,top,top,2016-2017,0.16279069767441864,115.0,110.0
486,P.J. Tucker,HOU,PF,32,2281,top,top,2017-2018,0.11039921143420407,107.0,106.0
487,Eric Gordon,HOU,SG,29,2154,top,top,2017-2018,0.17249876786594387,110.0,110.0
488,Gerald Green,HOU,SG,33,1473,Average,top,2018-2019,0.1360083376758729,107.0,113.0
489,Zhou Qi,HOU,PF,23,1,Average,top,2018-2019,1.0224075039082854,200.0,120.0
490,Ben McLemore,HOU,SF,26,1619,Average,Average,2019-2020,0.13605082053996817,118.0,113.0
491,Austin Rivers,HOU,SG,27,1594,Average,Average,2019-2020,0.1307570142932768,110.0,113.0
492,John Wall,HOU,PG,30,1288,bottom,bottom,2020-2021,0.2445682451253482,99.0,116.0
493,Sterling Brown,HOU,SG,25,1229,bottom,bottom,2020-2021,0.1771587743732591,114.0,116.0
494,KJ Martin,HOU,SF,21,1656,bottom,bottom,2021-2022,0.21148379761227962,118.0,118.0
495,Garrison Mathews,HOU,SG,25,1712,bottom,bottom,2021-2022,0.13871517907902217,120.0,118.0
496,Tari Eason,HOU,PF,21,1767,bottom,bottom,2022-2023,0.2018548827059465,110.0,115.0
497,Usman Garuba,HOU,C,20,970,bottom,bottom,2022-2023,0.165848336061102,119.0,115.0
498,Austin Croshere,IND,PF,24,1885,top,top,1999-2000,0.2132392837764514,107.0,101.0
499,Travis Best,IND,PG,27,1691,top,top,1999-2000,0.19370591427021158,112.0,105.0
500,Travis Best,IND,PG,28,2457,Average,Average,2000-2001,0.23273179838207855,110.0,104.0
501,Austin Croshere,IND,PF,25,1874,Average,Average,2000-2001,0.18730553827006852,99.0,103.0
502,Jonathan Bender,IND,SF,21,1647,Average,Average,2001-2002,0.1321533923303835,101.0,107.0
503,Austin Croshere,IND,PF,26,1286,Average,Average,2001-2002,0.20884955752212392,104.0,104.0
504,Al Harrington,IND,SF,22,2467,Average,Average,2002-2003,0.1546803652968037,97.0,102.0
505,Ron Mercer,IND,SG,26,1671,Average,Average,2002-2003,0.11187214611872147,94.0,104.0
506,Al Harrington,IND,PF,23,2441,top,top,2003-2004,0.1919720767888308,100.0,98.0
507,Anthony Johnson,IND,PG,29,1598,top,top,2003-2004,0.14368819080860967,103.0,100.0
508,Fred Jones,IND,SG,25,2268,Average,Average,2004-2005,0.19005663939584647,108.0,107.0
509,Austin Croshere,IND,PF,29,1827,Average,Average,2004-2005,0.20138451856513537,106.0,105.0
510,Fred Jones,IND,SG,26,1837,Average,Average,2005-2006,0.1502145922746782,100.0,105.0
511,Danny Granger,IND,SF,22,1765,Average,Average,2005-2006,0.1882280809319436,110.0,101.0
512,Darrell Armstrong,IND,PG,38,1275,Average,Average,2006-2007,0.22338340953625074,110.0,105.0
513,Marquis Daniels,IND,SG,26,800,Average,Average,2006-2007,0.16198563030698893,97.0,108.0
514,Marquis Daniels,IND,SG,27,1546,Average,Average,2007-2008,0.15864527629233513,95.0,107.0
515,Kareem Rush,IND,SG,27,1504,Average,Average,2007-2008,0.14141414141414144,98.0,110.0
516,Jeff Foster,IND,C,32,1828,Average,Average,2008-2009,0.15945330296127566,115.0,108.0
517,Brandon Rush,IND,SG,23,1803,Average,Average,2008-2009,0.12243735763097953,97.0,111.0
518,Dahntay Jones,IND,SF,29,1892,Average,Average,2009-2010,0.1373152709359606,100.0,109.0
519,Mike Dunleavy,IND,SF,29,1486,Average,Average,2009-2010,0.20628078817733983,104.0,108.0
520,Brandon Rush,IND,SG,25,1754,Average,Average,2010-2011,0.14900060569351908,104.0,108.0
521,Tyler Hansbrough,IND,PF,25,1535,Average,Average,2010-2011,0.21017565112053296,109.0,107.0
522,Tyler Hansbrough,IND,PF,26,1442,Average,top,2011-2012,0.16213017751479294,108.0,104.0
523,George Hill,IND,PG,25,1274,Average,top,2011-2012,0.20710059171597636,117.0,105.0
524,Tyler Hansbrough,IND,PF,27,1366,Average,Average,2012-2013,0.17653890824622534,110.0,101.0
525,Ian Mahinmi,IND,C,26,1322,Average,Average,2012-2013,0.10162601626016263,95.0,98.0
526,Luis Scola,IND,PF,33,1399,top,top,2013-2014,0.2061855670103093,96.0,99.0
527,C.J. Watson,IND,PG,29,1193,top,top,2013-2014,0.1723940435280641,107.0,100.0
528,Rodney Stuckey,IND,PG,28,1874,Average,Average,2014-2015,0.22635933806146571,104.0,105.0
529,C.J. Miles,IND,SG,27,1841,Average,Average,2014-2015,0.1867612293144208,103.0,104.0
530,Lavoy Allen,IND,PF,26,1599,Average,Average,2015-2016,0.1637591446257738,110.0,104.0
531,Jordan Hill,IND,C,28,1513,Average,Average,2015-2016,0.2245357343837929,106.0,102.0
532,Monta Ellis,IND,SG,31,1998,Average,Average,2016-2017,0.1361746361746362,97.0,110.0
533,C.J. Miles,IND,SF,29,1776,Average,Average,2016-2017,0.16787941787941782,115.0,111.0
534,Cory Joseph,IND,PG,26,2210,Average,Average,2017-2018,0.14884910485933503,106.0,110.0
535,Domantas Sabonis,IND,C,21,1810,Average,Average,2017-2018,0.23171355498721227,110.0,107.0
536,Cory Joseph,IND,PG,27,2063,Average,Average,2018-2019,0.1581809194265941,105.0,107.0
537,Domantas Sabonis,IND,C,22,1838,Average,Average,2018-2019,0.301532377656945,118.0,104.0
538,Justin Holiday,IND,SF,30,1826,Average,Average,2019-2020,0.1461843409316155,114.0,107.0
539,Aaron Holiday,IND,PG,23,1617,Average,Average,2019-2020,0.15262636273538158,104.0,110.0
540,T.J. McConnell,IND,PG,28,1796,Average,Average,2020-2021,0.23772858517805573,117.0,110.0
541,Doug McDermott,IND,PF,29,1619,Average,Average,2020-2021,0.19634263715110684,121.0,118.0
542,Oshae Brissett,IND,SF,23,1564,Average,bottom,2021-2022,0.17074413863404686,112.0,116.0
543,Chris Duarte,IND,SG,24,1541,Average,bottom,2021-2022,0.17533129459734964,104.0,117.0
544,Bennedict Mathurin,IND,SG,20,2222,Average,Average,2022-2023,0.17391304347826086,109.0,121.0
545,T.J. McConnell,IND,PG,30,1526,Average,Average,2022-2023,0.264367816091954,116.0,117.0
